Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Long,Lat,ObjectId
20087,GO-20141515313,1392141600000,1392228480000,Commercial,2132,200,Theft From Motor Vehicle Over,2014,February,12,43,Wednesday ,18,2014,February,11,42,Tuesday   ,18,Theft Over,D54,59,Danforth East York (59),-79.3199158,43.6958847,1
20088,GO-20141831632,1396623600000,1396687680000,Apartment,2130,210,Theft Over,2014,April,5,95,Saturday  ,8,2014,April,4,94,Friday    ,15,Theft Over,D52,77,Waterfront Communities-The Island (77),-79.3801956,43.6399651,2
20090,GO-20142024268,1399323600000,1399381260000,Outside,2130,210,Theft Over,2014,May,6,126,Tuesday   ,13,2014,May,5,125,Monday    ,21,Theft Over,D11,86,Roncesvalles (86),-79.436264,43.6429634,3
20097,GO-20141783338,1393632000000,1396086300000,Outside,2130,210,Theft Over,2014,March,29,88,Saturday  ,9,2014,March,1,60,Saturday  ,0,Theft Over,D22,14,Islington-City Centre West (14),-79.5177612,43.6308784,4
20105,GO-20142980040,1386415320000,1411644120000,Apartment,2130,210,Theft Over,2014,September,25,268,Thursday  ,11,2013,December,7,341,Saturday  ,11,Theft Over,D55,70,South Riverdale (70),-79.3440857,43.6615219,5
20106,GO-201571492,1412121600000,1421148000000,Apartment,2130,210,Theft Over,2015,January,13,13,Tuesday   ,11,2014,October,1,274,Wednesday ,0,Theft Over,D11,88,High Park North (88),-79.4668503,43.6572304,6
20124,GO-20142033329,1398067200000,1399500600000,Commercial,2130,200,Theft From Mail / Bag / Key,2014,May,7,127,Wednesday ,22,2014,April,21,111,Monday    ,8,Theft Over,D53,98,Rosedale-Moore Park (98),-79.3842087,43.6708069,7
20135,GO-20141413752,1390568400000,1390744740000,Apartment,2130,200,Theft From Mail / Bag / Key,2014,January,26,26,Sunday    ,13,2014,January,24,24,Friday    ,13,Theft Over,D31,24,Black Creek (24),-79.52285,43.7729988,8
20147,GO-20149009061,1419958800000,1420027020000,Commercial,2133,200,Theft Over - Shoplifting,2014,December,31,365,Wednesday ,11,2014,December,30,364,Tuesday   ,17,Theft Over,D33,47,Don Valley Village (47),-79.3437195,43.7758369,9
20162,GO-20141479482,1391436000000,1391688840000,House,2130,200,Theft From Mail / Bag / Key,2014,February,6,37,Thursday  ,12,2014,February,3,34,Monday    ,14,Theft Over,D54,54,O'Connor-Parkview (54),-79.3164215,43.7049408,10
20170,GO-20142442585,1404655200000,1404657960000,Commercial,2133,200,Theft Over - Shoplifting,2014,July,6,187,Sunday    ,14,2014,July,6,187,Sunday    ,14,Theft Over,D11,83,Dufferin Grove (83),-79.4370346,43.6552162,11
20173,GO-20142154254,1400873400000,1401094560000,Outside,2130,210,Theft Over,2014,May,26,146,Monday    ,8,2014,May,23,143,Friday    ,19,Theft Over,D42,130,Milliken (130),-79.258873,43.8175964,12
20218,GO-20143336721,1380499200000,1416498360000,House,2130,210,Theft Over,2014,November,20,324,Thursday  ,15,2013,September,30,273,Monday    ,0,Theft Over,D53,41,Bridle Path-Sunnybrook-York Mills (41),-79.3756561,43.7172012,13
20338,GO-201584348,1421139600000,1421324520000,Outside,2130,210,Theft Over,2015,January,15,15,Thursday  ,12,2015,January,13,13,Tuesday   ,9,Theft Over,D14,83,Dufferin Grove (83),-79.431076,43.6528511,14
20368,GO-20142371868,1402956000000,1403787300000,Commercial,2130,210,Theft Over,2014,June,26,177,Thursday  ,12,2014,June,16,167,Monday    ,22,Theft Over,D42,131,Rouge (131),-79.2511902,43.8366013,15
20518,GO-2015387887,1425672000000,1425744840000,Outside,2132,200,Theft From Motor Vehicle Over,2015,March,7,66,Saturday  ,16,2015,March,6,65,Friday    ,20,Theft Over,D52,78,Kensington-Chinatown (78),-79.3980484,43.6529465,16
20548,GO-20143362438,1416571200000,1416853560000,House,2130,210,Theft Over,2014,November,24,328,Monday    ,18,2014,November,21,325,Friday    ,12,Theft Over,D42,128,Agincourt South-Malvern West (128),-79.2580872,43.7853737,17
20582,GO-20143191680,1403182800000,1414500600000,Commercial,2130,210,Theft Over,2014,October,28,301,Tuesday   ,12,2014,June,19,170,Thursday  ,13,Theft Over,D55,68,North Riverdale (68),-79.3588715,43.6762047,18
20585,GO-20141894951,1397066400000,1397558880000,Other,2130,210,Theft Over,2014,April,15,105,Tuesday   ,10,2014,April,9,99,Wednesday ,18,Theft Over,D51,77,Waterfront Communities-The Island (77),-79.3715057,43.6476402,19
20589,GO-20142509031,1380628800000,1405517640000,Commercial,2130,210,Theft Over,2014,July,16,197,Wednesday ,13,2013,October,1,274,Tuesday   ,12,Theft Over,D31,24,Black Creek (24),-79.5181122,43.758976,20
20599,GO-201571484,1420260000000,1421147940000,Commercial,2130,200,Theft From Mail / Bag / Key,2015,January,13,13,Tuesday   ,11,2015,January,3,3,Saturday  ,4,Theft Over,D55,63,The Beaches (63),-79.288765,43.67239,21
20628,GO-20142672337,1407652200000,1407652200000,Commercial,2130,210,Theft Over,2014,August,10,222,Sunday    ,6,2014,August,10,222,Sunday    ,6,Theft Over,D53,100,Yonge-Eglinton (100),-79.3970413,43.7002983,22
20663,GO-20142134909,1397692800000,1400856960000,Commercial,2130,210,Theft Over,2014,May,23,143,Friday    ,14,2014,April,17,107,Thursday  ,0,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3793716,43.6618767,23
20664,GO-20141813509,1396353600000,1396437240000,Outside,2132,200,Theft From Motor Vehicle Over,2014,April,2,92,Wednesday ,11,2014,April,1,91,Tuesday   ,12,Theft Over,D51,73,Moss Park (73),-79.3653107,43.6542625,24
20674,GO-2015635266,1429272900000,1429276320000,Outside,2130,210,Theft Over,2015,April,17,107,Friday    ,13,2015,April,17,107,Friday    ,12,Theft Over,D42,130,Milliken (130),-79.2894897,43.8068886,25
20687,GO-20143514135,1399334400000,1419088020000,Commercial,2130,210,Theft Over,2014,December,20,354,Saturday  ,15,2014,May,6,126,Tuesday   ,0,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3845978,43.6649399,26
20728,GO-20142255727,1410366300000,1410368040000,House,2130,210,Theft Over,2014,September,10,253,Wednesday ,16,2014,September,10,253,Wednesday ,16,Theft Over,D32,37,Willowdale West (37),-79.4178696,43.777668,27
20806,GO-20143410674,1417524300000,1417528200000,Commercial,2130,210,Theft Over,2014,December,2,336,Tuesday   ,13,2014,December,2,336,Tuesday   ,12,Theft Over,D41,119,Wexford/Maryvale (119),-79.2947311,43.7453804,28
20861,GO-20143454908,1418145720000,1418147520000,Outside,2130,210,Theft Over,2014,December,9,343,Tuesday   ,17,2014,December,9,343,Tuesday   ,17,Theft Over,D12,111,Rockcliffe-Smythe (111),-79.4798355,43.6752281,29
20863,GO-20143557682,1419692400000,1419698160000,Commercial,2130,210,Theft Over,2014,December,27,361,Saturday  ,16,2014,December,27,361,Saturday  ,15,Theft Over,D41,122,Birchcliffe-Cliffside (122),-79.2634583,43.695755,30
20939,GO-20143342968,1413655200000,1416586380000,House,2130,210,Theft Over,2014,November,21,325,Friday    ,16,2014,October,18,291,Saturday  ,18,Theft Over,D55,65,Greenwood-Coxwell (65),-79.3185043,43.6659164,31
20955,GO-20143344057,1416597300000,1416597840000,Commercial,2132,200,Theft From Motor Vehicle Over,2014,November,21,325,Friday    ,19,2014,November,21,325,Friday    ,19,Theft Over,D33,48,Hillcrest Village (48),-79.336319,43.8040886,32
20960,GO-20143409196,1410998400000,1417517100000,Commercial,2130,210,Theft Over,2014,December,2,336,Tuesday   ,10,2014,September,18,261,Thursday  ,0,Theft Over,D32,36,Newtonbrook West (36),-79.4185715,43.7920685,33
20972,GO-20143012486,1412020800000,1412059800000,Outside,2130,210,Theft Over,2014,September,30,273,Tuesday   ,6,2014,September,29,272,Monday    ,20,Theft Over,D43,137,Woburn (137),-79.2158356,43.7618561,34
21024,GO-2015821257,1431824400000,1431862800000,House,2130,210,Theft Over,2015,May,17,137,Sunday    ,11,2015,May,17,137,Sunday    ,1,Theft Over,D33,46,Pleasant View (46),-79.3403778,43.7982521,35
21058,GO-20143413041,1417552200000,1417553640000,Commercial,2130,210,Theft Over,2014,December,2,336,Tuesday   ,20,2014,December,2,336,Tuesday   ,20,Theft Over,D32,31,Yorkdale-Glen Park (31),-79.4489746,43.7174988,36
21242,GO-20143315857,1413896400000,1416212100000,Commercial,2130,210,Theft Over,2014,November,17,321,Monday    ,8,2014,October,21,294,Tuesday   ,13,Theft Over,D51,70,South Riverdale (70),-79.3450394,43.6485367,37
21245,GO-2015483077,1425168000000,1427053020000,Apartment,2130,210,Theft Over,2015,March,22,81,Sunday    ,19,2015,March,1,60,Sunday    ,0,Theft Over,D14,85,South Parkdale (85),-79.4345169,43.6410294,38
21252,GO-20143424587,1413450000000,1418038200000,House,2130,210,Theft Over,2014,December,8,342,Monday    ,11,2014,October,16,289,Thursday  ,9,Theft Over,D32,39,Bedford Park-Nortown (39),-79.4202652,43.7367859,39
21253,GO-201582938,1421256600000,1421311200000,Outside,2132,200,Theft From Motor Vehicle Over,2015,January,15,15,Thursday  ,8,2015,January,14,14,Wednesday ,17,Theft Over,D32,35,Westminster-Branson (35),-79.4471054,43.7901917,40
21257,GO-2015810618,1431611100000,1431697680000,Commercial,2133,200,Theft Over - Shoplifting,2015,May,15,135,Friday    ,13,2015,May,14,134,Thursday  ,13,Theft Over,D32,36,Newtonbrook West (36),-79.4194183,43.7954788,41
21258,GO-20141377896,1384416000000,1390219860000,Commercial,2130,210,Theft Over,2014,January,20,20,Monday    ,12,2013,November,14,318,Thursday  ,8,Theft Over,D55,63,The Beaches (63),-79.2852325,43.6731186,42
21267,GO-20142475010,1402617660000,1405510740000,Commercial,2130,200,Theft From Mail / Bag / Key,2014,July,16,197,Wednesday ,11,2014,June,13,164,Friday    ,0,Theft Over,D31,21,Humber Summit (21),-79.5511627,43.7665596,43
21268,GO-20143107741,1408104000000,1413376560000,Commercial,2130,210,Theft Over,2014,October,15,288,Wednesday ,12,2014,August,15,227,Friday    ,12,Theft Over,D22,14,Islington-City Centre West (14),-79.5569077,43.6101265,44
21295,GO-20143501913,1405933200000,1418813460000,Apartment,2130,210,Theft Over,2014,December,17,351,Wednesday ,10,2014,July,21,202,Monday    ,9,Theft Over,D14,80,Palmerston-Little Italy (80),-79.4243164,43.6585503,45
21328,GO-20151144224,1436233800000,1436276640000,Commercial,2130,210,Theft Over,2015,July,7,188,Tuesday   ,13,2015,July,7,188,Tuesday   ,1,Theft Over,D23,1,West Humber-Clairville (1),-79.5782471,43.70755,46
21334,GO-2015429239,1425691800000,1426268820000,Outside,2132,200,Theft From Motor Vehicle Over,2015,March,13,72,Friday    ,17,2015,March,7,66,Saturday  ,1,Theft Over,D31,27,York University Heights (27),-79.4840622,43.7545204,47
21380,GO-20151138427,1434056400000,1436181000000,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,6,187,Monday    ,11,2015,June,11,162,Thursday  ,21,Theft Over,D53,98,Rosedale-Moore Park (98),-79.3857422,43.6827469,48
21385,GO-2015359544,1425045600000,1425295260000,Commercial,2130,210,Theft Over,2015,March,2,61,Monday    ,11,2015,February,27,58,Friday    ,14,Theft Over,D51,77,Waterfront Communities-The Island (77),-79.369072,43.6501007,49
21410,GO-20151270387,1437840900000,1437840900000,Apartment,2130,210,Theft Over,2015,July,25,206,Saturday  ,16,2015,July,25,206,Saturday  ,16,Theft Over,D53,55,Thorncliffe Park (55),-79.3436279,43.7074776,50
21423,GO-20151468767,1440585000000,1440585600000,Apartment,2130,210,Theft Over,2015,August,26,238,Wednesday ,10,2015,August,26,238,Wednesday ,10,Theft Over,D22,14,Islington-City Centre West (14),-79.5371017,43.6394615,51
21436,GO-20151151250,1435770000000,1436345460000,Commercial,2130,210,Theft Over,2015,July,8,189,Wednesday ,8,2015,July,1,182,Wednesday ,17,Theft Over,D54,44,Flemingdon Park (44),-79.3343964,43.7099991,52
21502,GO-2015696151,1430049600000,1430138520000,House,2130,210,Theft Over,2015,April,27,117,Monday    ,12,2015,April,26,116,Sunday    ,12,Theft Over,D13,102,Forest Hill North (102),-79.4279633,43.7014198,53
21524,GO-2015459416,1426700700000,1426707720000,Outside,2132,200,Theft From Motor Vehicle Over,2015,March,18,77,Wednesday ,19,2015,March,18,77,Wednesday ,17,Theft Over,D32,31,Yorkdale-Glen Park (31),-79.4482651,43.7248802,54
21566,GO-2015641649,1429272000000,1430210700000,Apartment,2130,210,Theft Over,2015,April,28,118,Tuesday   ,8,2015,April,17,107,Friday    ,12,Theft Over,D22,19,Long Branch (19),-79.5456467,43.5897522,55
21680,GO-2015416512,1415664060000,1426088580000,House,2130,210,Theft Over,2015,March,11,70,Wednesday ,15,2014,November,11,315,Tuesday   ,0,Theft Over,D23,5,Elms-Old Rexdale (5),-79.5514069,43.711853,56
21721,GO-2015737989,1426669200000,1430725980000,Apartment,2130,210,Theft Over,2015,May,4,124,Monday    ,7,2015,March,18,77,Wednesday ,9,Theft Over,D33,48,Hillcrest Village (48),-79.3551941,43.7964439,57
21732,GO-20142971762,1411459200000,1411549680000,House,2130,210,Theft Over,2014,September,24,267,Wednesday ,9,2014,September,23,266,Tuesday   ,8,Theft Over,D55,63,The Beaches (63),-79.2966461,43.6753235,58
21746,GO-20142665831,1407542220000,1407570480000,Commercial,2130,210,Theft Over,2014,August,9,221,Saturday  ,7,2014,August,8,220,Friday    ,23,Theft Over,D11,91,Weston-Pellam Park (91),-79.462059,43.6700935,59
21748,GO-20143343103,1416002400000,1416587940000,Commercial,2130,210,Theft Over,2014,November,21,325,Friday    ,16,2014,November,14,318,Friday    ,22,Theft Over,D14,77,Waterfront Communities-The Island (77),-79.404007,43.6471901,60
21877,GO-20143280797,1410426000000,1415703900000,Commercial,2130,210,Theft Over,2014,November,11,315,Tuesday   ,11,2014,September,11,254,Thursday  ,9,Theft Over,D31,25,Glenfield-Jane Heights (25),-79.5262833,43.7364044,61
21884,GO-20142806101,1408298400000,1409401140000,Commercial,2130,210,Theft Over,2014,August,30,242,Saturday  ,12,2014,August,17,229,Sunday    ,18,Theft Over,D52,77,Waterfront Communities-The Island (77),-79.3785934,43.6156425,62
21887,GO-20142687676,1407076200000,1407851400000,House,2130,210,Theft Over,2014,August,12,224,Tuesday   ,13,2014,August,3,215,Sunday    ,14,Theft Over,D32,38,Lansing-Westgate (38),-79.4205017,43.746151,63
21889,GO-20142724852,1408302000000,1408350420000,Commercial,2130,210,Theft Over,2014,August,18,230,Monday    ,8,2014,August,17,229,Sunday    ,19,Theft Over,D54,54,O'Connor-Parkview (54),-79.3179474,43.7093391,64
21903,GO-20151844963,1445907600000,1445930520000,Outside,2132,200,Theft From Motor Vehicle Over,2015,October,27,300,Tuesday   ,7,2015,October,27,300,Tuesday   ,1,Theft Over,D52,78,Kensington-Chinatown (78),-79.3909988,43.6560364,65
21922,GO-20152023840,1447261200000,1448472840000,Other,2130,210,Theft Over,2015,November,25,329,Wednesday ,17,2015,November,11,315,Wednesday ,17,Theft Over,D31,27,York University Heights (27),-79.4998016,43.774353,66
21958,GO-20143411395,1417535400000,1417535400000,House,2130,200,Theft From Mail / Bag / Key,2014,December,2,336,Tuesday   ,15,2014,December,2,336,Tuesday   ,15,Theft Over,D14,93,Dovercourt-Wallace Emerson-Junction (93),-79.4248734,43.6664047,67
22078,GO-20142715384,1407110400000,1408524180000,Commercial,2130,210,Theft Over,2014,August,20,232,Wednesday ,8,2014,August,4,216,Monday    ,0,Theft Over,D13,108,Briar Hill-Belgravia (108),-79.4643555,43.7019272,68
22096,GO-20143315660,1269759960000,1416207960000,Commercial,2130,210,Theft Over,2014,November,17,321,Monday    ,7,2010,March,28,87,Sunday    ,7,Theft Over,D32,36,Newtonbrook West (36),-79.4194183,43.7954788,69
22110,GO-2015733313,1430650800000,1430651100000,Apartment,2130,210,Theft Over,2015,May,3,123,Sunday    ,11,2015,May,3,123,Sunday    ,11,Theft Over,D53,95,Annex (95),-79.3910294,43.6693611,70
22136,GO-20142690846,1407513600000,1407881760000,Commercial,2130,210,Theft Over,2014,August,12,224,Tuesday   ,22,2014,August,8,220,Friday    ,16,Theft Over,D52,76,Bay Street Corridor (76),-79.3799744,43.6540642,71
22181,GO-20143251323,1411374600000,1415289660000,House,2130,210,Theft Over,2014,November,6,310,Thursday  ,16,2014,September,22,265,Monday    ,8,Theft Over,D53,95,Annex (95),-79.3941422,43.6773872,72
22183,GO-20143453730,1413460800000,1418133240000,House,2130,210,Theft Over,2014,December,9,343,Tuesday   ,13,2014,October,16,289,Thursday  ,12,Theft Over,D13,32,Englemount-Lawrence (32),-79.4393463,43.7118301,73
22188,GO-20143191033,1414242000000,1414493940000,Other,2130,210,Theft Over,2014,October,28,301,Tuesday   ,10,2014,October,25,298,Saturday  ,13,Theft Over,D53,99,Mount Pleasant East (99),-79.3901978,43.7084122,74
22219,GO-20143568460,1419867900000,1419869040000,House,2130,200,Theft From Mail / Bag / Key,2014,December,29,363,Monday    ,16,2014,December,29,363,Monday    ,15,Theft Over,D11,83,Dufferin Grove (83),-79.4375916,43.651577,75
22273,GO-20151131756,1433116860000,1436342700000,Apartment,2130,210,Theft Over,2015,July,8,189,Wednesday ,8,2015,June,1,152,Monday    ,0,Theft Over,D22,14,Islington-City Centre West (14),-79.5272751,43.6503944,76
22274,GO-20151131756,1433116860000,1436342700000,Apartment,2130,210,Theft Over,2015,July,8,189,Wednesday ,8,2015,June,1,152,Monday    ,0,Theft Over,D22,14,Islington-City Centre West (14),-79.5272751,43.6503944,77
22293,GO-20159005183,1437634800000,1438272780000,Other,2130,210,Theft Over,2015,July,30,211,Thursday  ,16,2015,July,23,204,Thursday  ,7,Theft Over,D41,119,Wexford/Maryvale (119),-79.3058395,43.7462082,78
22302,GO-2015984296,1434070800000,1434096720000,Outside,2132,200,Theft From Motor Vehicle Over,2015,June,12,163,Friday    ,8,2015,June,12,163,Friday    ,1,Theft Over,D12,112,Beechborough-Greenbrook (112),-79.4676971,43.6917191,79
22309,GO-20152068249,1444573800000,1449148980000,Apartment,2130,210,Theft Over,2015,December,3,337,Thursday  ,13,2015,October,11,284,Sunday    ,14,Theft Over,D33,42,Banbury-Don Mills (42),-79.3290253,43.7246819,80
22327,GO-20151038536,1424217660000,1434818940000,House,2130,210,Theft Over,2015,June,20,171,Saturday  ,16,2015,February,18,49,Wednesday ,0,Theft Over,D33,42,Banbury-Don Mills (42),-79.3468246,43.7415085,81
22409,GO-2015305836,1424457000000,1424514360000,Apartment,2130,210,Theft Over,2015,February,21,52,Saturday  ,10,2015,February,20,51,Friday    ,18,Theft Over,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5936508,43.7447319,82
22422,GO-2015420989,1372068000000,1426158000000,Commercial,2130,210,Theft Over,2015,March,12,71,Thursday  ,11,2013,June,24,175,Monday    ,10,Theft Over,D12,30,Brookhaven-Amesbury (30),-79.4901657,43.6964302,83
22438,GO-20151486897,1438461000000,1440676200000,Commercial,2130,210,Theft Over,2015,August,27,239,Thursday  ,11,2015,August,1,213,Saturday  ,20,Theft Over,D32,31,Yorkdale-Glen Park (31),-79.4503403,43.7197266,84
22439,GO-20151548431,1441658520000,1441695120000,Outside,2130,210,Theft Over,2015,September,8,251,Tuesday   ,6,2015,September,7,250,Monday    ,20,Theft Over,D31,24,Black Creek (24),-79.5242844,43.7559319,85
22448,GO-201513676822,1439078460000,1439302020000,Outside,2130,210,Theft Over,2015,August,11,223,Tuesday   ,14,2015,August,9,221,Sunday    ,0,Theft Over,D22,11,Eringate-Centennial-West Deane (11),-79.5828857,43.653862,86
22449,GO-20142260044,1401979500000,1402405320000,Apartment,2130,210,Theft Over,2014,June,10,161,Tuesday   ,13,2014,June,5,156,Thursday  ,14,Theft Over,D51,73,Moss Park (73),-79.3703156,43.6498222,87
22453,GO-20143015216,1409270400000,1412088360000,Other,2130,210,Theft Over,2014,September,30,273,Tuesday   ,14,2014,August,29,241,Friday    ,0,Theft Over,D22,14,Islington-City Centre West (14),-79.5599976,43.6478729,88
22461,GO-20151219690,1437204600000,1437219360000,Commercial,2130,210,Theft Over,2015,July,18,199,Saturday  ,11,2015,July,18,199,Saturday  ,7,Theft Over,D23,6,Kingsview Village-The Westway (6),-79.5511246,43.7067261,89
22481,GO-20151032976,1432512000000,1434747960000,House,2130,210,Theft Over,2015,June,19,170,Friday    ,21,2015,May,25,145,Monday    ,0,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),-79.507576,43.6147804,90
22500,GO-2015704791,1430239500000,1430248020000,Commercial,2133,200,Theft Over - Shoplifting,2015,April,28,118,Tuesday   ,19,2015,April,28,118,Tuesday   ,16,Theft Over,D52,76,Bay Street Corridor (76),-79.3799744,43.6540642,91
22506,GO-2015734440,1430636400000,1430665560000,House,2130,210,Theft Over,2015,May,3,123,Sunday    ,15,2015,May,3,123,Sunday    ,7,Theft Over,D32,39,Bedford Park-Nortown (39),-79.4161148,43.7467422,92
22507,GO-2015738861,1430672400000,1430735100000,Commercial,2130,210,Theft Over,2015,May,4,124,Monday    ,10,2015,May,3,123,Sunday    ,17,Theft Over,D33,40,St.Andrew-Windfields (40),-79.3584976,43.7606544,93
22538,GO-20151127294,1436022960000,1436023740000,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,4,185,Saturday  ,15,2015,July,4,185,Saturday  ,15,Theft Over,D32,39,Bedford Park-Nortown (39),-79.425209,43.7347946,94
22637,GO-20151301425,1435636800000,1438242900000,Outside,2132,200,Theft From Motor Vehicle Over,2015,July,30,211,Thursday  ,7,2015,June,30,181,Tuesday   ,4,Theft Over,D31,21,Humber Summit (21),-79.5596771,43.7640419,95
22655,GO-20143366926,1199145600000,1416987720000,House,2130,210,Theft Over,2014,November,26,330,Wednesday ,7,2008,January,1,1,Tuesday   ,0,Theft Over,D32,105,Lawrence Park North (105),-79.4114456,43.7303276,96
22668,GO-2015889664,1432756800000,1432806240000,House,2132,200,Theft From Motor Vehicle Over,2015,May,28,148,Thursday  ,9,2015,May,27,147,Wednesday ,20,Theft Over,D51,71,Cabbagetown-South St.James Town (71),-79.3704834,43.6668091,97
22672,GO-2015239624,1423503000000,1423558260000,Outside,2130,210,Theft Over,2015,February,10,41,Tuesday   ,8,2015,February,9,40,Monday    ,17,Theft Over,D12,110,Keelesdale-Eglinton West (110),-79.4709015,43.6804733,98
22715,GO-20151311847,1438367400000,1438368480000,Commercial,2133,200,Theft Over - Shoplifting,2015,July,31,212,Friday    ,18,2015,July,31,212,Friday    ,18,Theft Over,D13,108,Briar Hill-Belgravia (108),-79.450798,43.6964073,99
22727,GO-20151376071,1409554800000,1439293320000,Commercial,2130,200,Theft From Mail / Bag / Key,2015,August,11,223,Tuesday   ,11,2014,September,1,244,Monday    ,7,Theft Over,D22,11,Eringate-Centennial-West Deane (11),-79.5691147,43.6592407,100
16374,GO-20152027469,1447459200000,1448532000000,House,2130,210,Theft Over,2015,November,26,330,Thursday  ,10,2015,November,14,318,Saturday  ,0,Theft Over,D31,23,Pelmo Park-Humberlea (23),-79.5372543,43.7218361,101
16378,GO-20151503928,1426248000000,1441064700000,Commercial,2130,210,Theft Over,2015,August,31,243,Monday    ,23,2015,March,13,72,Friday    ,12,Theft Over,D14,79,University (79),-79.4074707,43.6659164,102
16387,GO-20141270156,1388695920000,1388695920000,Commercial,2130,210,Theft Over,2014,January,2,2,Thursday  ,20,2014,January,2,2,Thursday  ,20,Theft Over,D33,47,Don Valley Village (47),-79.3437195,43.7758369,103
16437,GO-20141340474,1389648600000,1389689820000,Outside,2132,200,Theft From Motor Vehicle Over,2014,January,14,14,Tuesday   ,8,2014,January,13,13,Monday    ,21,Theft Over,D51,72,Regent Park (72),-79.3627167,43.6594315,104
16516,GO-20141436885,1391083380000,1391083380000,Apartment,2130,210,Theft Over,2014,January,30,30,Thursday  ,12,2014,January,30,30,Thursday  ,12,Theft Over,D52,77,Waterfront Communities-The Island (77),-79.3917923,43.6447487,105
16680,GO-20141342156,1389709320000,1389711600000,House,2130,210,Theft Over,2014,January,14,14,Tuesday   ,15,2014,January,14,14,Tuesday   ,14,Theft Over,D33,53,Henry Farm (53),-79.3490372,43.768383,106
16855,GO-20142484263,1405181580000,1405189680000,Commercial,2130,210,Theft Over,2014,July,12,193,Saturday  ,18,2014,July,12,193,Saturday  ,16,Theft Over,D43,134,Highland Creek (134),-79.1724472,43.7821922,107
16880,GO-20141331086,1389529800000,1389547560000,House,2130,210,Theft Over,2014,January,12,12,Sunday    ,17,2014,January,12,12,Sunday    ,12,Theft Over,D32,40,St.Andrew-Windfields (40),-79.3982925,43.7509346,108
17030,GO-2015451827,1421409600000,1426537260000,Commercial,2130,210,Theft Over,2015,March,16,75,Monday    ,20,2015,January,16,16,Friday    ,12,Theft Over,D41,122,Birchcliffe-Cliffside (122),-79.2660599,43.6944237,109
17062,GO-2015260835,1423832400000,1423843200000,Commercial,2130,210,Theft Over,2015,February,13,44,Friday    ,16,2015,February,13,44,Friday    ,13,Theft Over,D52,76,Bay Street Corridor (76),-79.3799744,43.6540642,110
17162,GO-20142777669,1389571200000,1408087620000,Commercial,2130,200,Theft From Mail / Bag / Key,2014,August,15,227,Friday    ,7,2014,January,13,13,Monday    ,0,Theft Over,D52,76,Bay Street Corridor (76),-79.3858566,43.6608162,111
17163,GO-20142777669,1389571200000,1408087620000,Commercial,2130,210,Theft Over,2014,August,15,227,Friday    ,7,2014,January,13,13,Monday    ,0,Theft Over,D52,76,Bay Street Corridor (76),-79.3858566,43.6608162,112
17256,GO-20142425159,1403654400000,1404438540000,House,2130,210,Theft Over,2014,July,4,185,Friday    ,1,2014,June,25,176,Wednesday ,0,Theft Over,D13,101,Forest Hill South (101),-79.4240417,43.6972733,113
17268,GO-20142707062,1408100400000,1408101180000,Outside,2130,210,Theft Over,2014,August,15,227,Friday    ,11,2014,August,15,227,Friday    ,11,Theft Over,D52,77,Waterfront Communities-The Island (77),-79.3924332,43.6390228,114
17282,GO-20142959855,1408111200000,1411389840000,Outside,2130,210,Theft Over,2014,September,22,265,Monday    ,12,2014,August,15,227,Friday    ,14,Theft Over,D51,71,Cabbagetown-South St.James Town (71),-79.3737793,43.6672974,115
17364,GO-201577960,1421193600000,1421238000000,Other,2130,200,Theft From Mail / Bag / Key,2015,January,14,14,Wednesday ,12,2015,January,14,14,Wednesday ,0,Theft Over,D53,97,Yonge-St.Clair (97),-79.3970947,43.6937904,116
17418,GO-2015530830,1427746920000,1427747400000,Other,2130,210,Theft Over,2015,March,30,89,Monday    ,20,2015,March,30,89,Monday    ,20,Theft Over,D54,67,Playter Estates-Danforth (67),-79.3586502,43.6775246,117
17465,GO-2015267412,1423911600000,1423940760000,Other,2130,210,Theft Over,2015,February,14,45,Saturday  ,19,2015,February,14,45,Saturday  ,11,Theft Over,D33,52,Bayview Village (52),-79.3635941,43.770092,118
17474,GO-2015394412,1425775200000,1425775500000,Commercial,2130,210,Theft Over,2015,March,8,67,Sunday    ,0,2015,March,8,67,Sunday    ,0,Theft Over,D23,1,West Humber-Clairville (1),-79.5873032,43.689518,119
17508,GO-20142694240,1407071280000,1407932400000,Commercial,2130,210,Theft Over,2014,August,13,225,Wednesday ,12,2014,August,3,215,Sunday    ,13,Theft Over,D33,42,Banbury-Don Mills (42),-79.3444061,43.7342873,120
17530,GO-20151420572,1439902800000,1439904240000,House,2130,200,Theft From Mail / Bag / Key,2015,August,18,230,Tuesday   ,13,2015,August,18,230,Tuesday   ,13,Theft Over,D55,70,South Riverdale (70),-79.3316345,43.6729012,121
